[ 2017-03-28T08:56:05+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/left | INFO: Tag[ route_check ] --START--
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | NOTIC: [8] Undefined variable: paramUr e133d60ce54fe3959f4695b3f2d2ba13.php 第 128 行.
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Run ParseTemplate Behavior [ RunTime:0.021001s ]
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021001s ]
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Tag[ view_filter ] --START--
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Tag[ view_end ] --START--
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Run ShowPageTrace Behavior [ RunTime:0.001001s ]
[ 2017-03-28T08:56:23+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimConfirm | INFO: Tag[ view_end ] --END-- [ RunTime:0.001001s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | INFO: Tag[ route_check ] --START--
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | INFO: Tag[ app_begin ] --START--
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_CITY') b where table_name='ERP_CITY' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_city WHERE ISVALID=-1 AND ID = 3) thinkphp )  WHERE (numrow>0 AND numrow<=1) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_city WHERE ISVALID=-1) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_GROUP') b where table_name='ERP_GROUP' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_group WHERE LOAN_GROUPID='2' and LOAN_GROUPSTATUS=1 and LOAN_GROUPDEL=0) thinkphp )  WHERE (numrow>0 AND numrow<=1) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_ROLE') b where table_name='ERP_ROLE' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE  LOAN_ROLECONTROL='Financial' and LOAN_ROLEACTION='reimDetail' and LOAN_ROLEDISPLAY=0 and LOAN_PARAM is not null ) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8] Undefined index: showForm ExtendAction.class.php 第 157 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE   LOAN_ROLECONTROL='Financial' and LOAN_ROLEACTION='reimDetail' AND LOAN_ROLEDISPLAY=0 and LOAN_PARAM is null ) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8] Undefined index: jinxianshui FinancialAction.class.php 第 1659 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_REIMBURSEMENT_LIST') b where table_name='ERP_REIMBURSEMENT_LIST' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_REIMBURSEMENT_DETAIL') b where table_name='ERP_REIMBURSEMENT_DETAIL' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='REIMBURSEMENT_TYPE') b where table_name='REIMBURSEMENT_TYPE' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_COST_SUPPLEMENT') b where table_name='ERP_COST_SUPPLEMENT' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [2] Missing argument 1 for Form::__construct(), called in D:\wamp64\www\branches\oms-2.7.0\adminpack\Lib\Action\Admin\FinancialAction.class.php on line 1684 and defined Form.php 第 136 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8] Use of undefined constant Field - assumed 'Field' Form.php 第 142 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T08:56:24+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Financial/reimDetail&parentchooseid=undefined | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   TYPE FROM erp_reimbursement_list WHERE  ID = '0') thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Tag[ route_check ] --START--
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Tag[ app_begin ] --START--
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_CITY') b where table_name='ERP_CITY' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_city WHERE ISVALID=-1 AND ID = 2) thinkphp )  WHERE (numrow>0 AND numrow<=1) [ RunTime:0.000000s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_city WHERE ISVALID=-1) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8] Undefined index: url IndexAction.class.php 第 14 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Tag[ view_template ] --START--
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Run LocationTemplate Behavior [ RunTime:0.004001s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.005001s ]
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | INFO: Tag[ view_parse ] --START--
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T08:56:29+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Index/index&channelid=2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
